"","X","ncbi_name","phylotree_tip_label","img_id","ncbi_acc","kegg_abb","trnadb_name","families","ecosystem","habitat"
"1496",1496,"Mycobacterium smegmatis str. MC2 155","t639633041",639633041,"GCA_000015005.1","msm","Mycobacterium smegmatis str. MC2 155","Actinobacteria","Engineered","Host"
"1497",1497,"Mycobacterium sinense","t650716061",650716061,"GCA_000214155.1","mjd","Mycobacterium sp. JDM601","Actinobacteria","Host-associated","Host, Human skin"
"1500",1500,"Mycobacterium intracellulare MOTT-02","t2512564050",2512564050,"GCA_000277145.1","mit","Mycobacterium intracellulare MOTT-02","Actinobacteria","Host-associated","Host"
"1503",1503,"Mycobacterium avium subsp. paratuberculosis K-10","t637000168",637000168,"GCA_000007865.1","mpa","Mycobacterium avium subsp. paratuberculosis K-10","Actinobacteria","Host-associated","Feces, Gastrointestinal tract, Host"
"1506",1506,"Mycobacterium leprae Br4923","t643348566",643348566,"GCA_000026685.1","mlb","Mycobacterium leprae Br4923","Actinobacteria","Host-associated","Host"
"1508",1508,"Mycobacterium tuberculosis KZN 605","t645058861",645058861,"GCA_000154605.2","mtz","Mycobacterium tuberculosis KZN 605","Actinobacteria","Host-associated","Host"
"1512",1512,"Mycobacterium bovis BCG str. Tokyo 172","t643692028",643692028,"GCA_000010685.1","mbt","Mycobacterium bovis BCG str. Tokyo 172","Actinobacteria","Host-associated","Host"
"1514",1514,"Mycobacterium tuberculosis H37Ra","t641736240",641736240,"GCA_000016145.1","mra","Mycobacterium tuberculosis H37Ra ATCC 25177","Actinobacteria","Engineered","Host"
"1520",1520,"Mycobacterium tuberculosis str. Haarlem","t641736194",641736194,"GCA_000153685.2","mtul","Mycobacterium tuberculosis str. Haarlem","Actinobacteria","Host-associated","Host"
"1545",1545,"Mycobacterium tuberculosis RGTB327","t2512564073",2512564073,"GCA_000277085.1","mtg","Mycobacterium tuberculosis RGTB327","Actinobacteria","",""
"1548",1548,"Mycobacterium bovis BCG str. Mexico","t2511231152",2511231152,"GCA_000234725.1","mbm","Mycobacterium bovis BCG str. Mexico","Actinobacteria","Host-associated","Host"
"1555",1555,"Mycobacterium marinum M","t641522642",641522642,"GCA_000018345.1","mmi","Mycobacterium marinum M","Actinobacteria","Host-associated","Host"
"1556",1556,"Mycobacterium abscessus","t641522641",641522641,"GCA_000069185.1","mab","Mycobacterium abscessus","Actinobacteria","Host-associated","Host"
"1557",1557,"Pseudonocardia dioxanivorans CB1190","t651053061",651053061,"GCA_000196675.1","pdx","Pseudonocardia dioxanivorans CB1190","Actinobacteria","Engineered","Fresh water, Sludge, Wastewater"
"1559",1559,"Saccharopolyspora erythraea NRRL 2338","t640069329",640069329,"GCA_000062885.1","sen","Saccharopolyspora erythraea NRRL 2338","Actinobacteria","Environmental","Soil, Terrestrial"
"1561",1561,"Actinosynnema mirum DSM 43827","t644736323",644736323,"GCA_000023245.1","ami","Actinosynnema mirum DSM 43827","Actinobacteria","Host-associated","Plants"
"1563",1563,"Amycolatopsis mediterranei S699","t2511231181",2511231181,"GCA_000220945.1","amn","Amycolatopsis mediterranei S699","Actinobacteria","Environmental","Soil"
"1567",1567,"Saccharomonospora viridis DSM 43017","t644736404",644736404,"GCA_000023865.1","svi","Saccharomonospora viridis DSM 43017","Actinobacteria","Environmental","Bog, Wetland"
"1573",1573,"Amycolatopsis mediterranei U32","t648028006",648028006,"GCA_000196835.1","amd","Amycolatopsis mediterranei U32","Actinobacteria","",""
"1574",1574,"Nakamurella multipartita DSM 44233","t644736393",644736393,"GCA_000024365.1","nml","Nakamurella multipartita DSM 44233","Actinobacteria","Engineered","Bioreactor, Sludge"
"1575",1575,"Geodermatophilus obscurus DSM 43160","t646311931",646311931,"GCA_000025345.1","gob","Geodermatophilus obscurus DSM 43160","Actinobacteria","Environmental","Soil"
"1577",1577,"Stackebrandtia nassauensis DSM 44728","t646564571",646564571,"GCA_000024545.1","sna","Stackebrandtia nassauensis DSM 44728","Actinobacteria","Environmental","Soil"
"1578",1578,"Actinoplanes sp. SE50/110","t2511231151",2511231151,"GCA_000237145.1","ase","Actinoplanes sp. SE50/110","Actinobacteria","",""
"1579",1579,"Salinispora tropica CNB-440","t640427140",640427140,"GCA_000016425.1","stp","Salinispora tropica CNB-440","Actinobacteria","Environmental","Marine, Sand"
"1580",1580,"Salinispora arenicola CNS-205","t641228504",641228504,"GCA_000018265.1","saq","Salinispora arenicola CNS-205","Actinobacteria","Environmental","Fresh water, Marine, Sand, Sediment"
"1581",1581,"Verrucosispora maris AB-18-032","t650716103",650716103,"GCA_000204155.1","vma","Verrucosispora maris AB-18-032","Actinobacteria","Environmental","Aquatic, Marine, Sediment"
"1582",1582,"Micromonospora aurantiaca ATCC 27029","t648028042",648028042,"GCA_000145235.1","mau","Micromonospora aurantiaca ATCC 27029","Actinobacteria","Environmental","Soil"
"1585",1585,"Thermobispora bispora DSM 43833","t646564581",646564581,"GCA_000092645.1","tbi","Thermobispora bispora DSM 43833","Actinobacteria","Engineered","Animal manure"
"1586",1586,"Streptosporangium roseum DSM 43021","t646311958",646311958,"GCA_000024865.1","sro","Streptosporangium roseum DSM 43021","Actinobacteria","Environmental","Soil"
"1587",1587,"Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111","t646564557",646564557,"GCA_000092985.1","nda","Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111","Actinobacteria","Environmental","Soil"
"1588",1588,"Thermobifida fusca YX","t637000319",637000319,"GCA_000012405.1","tfu","Thermobifida fusca YX","Actinobacteria","Engineered","Host, Self-heated organic materials"
"1589",1589,"Acidimicrobium ferrooxidans DSM 10331","t644736322",644736322,"GCA_000023265.1","afo","Acidimicrobium ferrooxidans DSM 10331","Actinobacteria","Environmental","Aquatic, Fresh water, Hot spring"
"1591",1591,"Conexibacter woesei DSM 14684","t646311917",646311917,"GCA_000025265.1","cwo","Conexibacter woesei DSM 14684","Actinobacteria","Environmental","Soil"
"1592",1592,"Rubrobacter xylanophilus DSM 9941","t637000248",637000248,"GCA_000014185.1","rxy","Rubrobacter xylanophilus DSM 9941","Actinobacteria","Engineered","Soil"
"1593",1593,"Pirellula staleyi DSM 6068","t646311948",646311948,"GCA_000025185.1","psl","Pirellula staleyi DSM 6068","Planctomycetes","Environmental","Aquatic, Fresh water"
"1596",1596,"Planctopirus limnophila DSM 3776","t646564559",646564559,"GCA_000092105.1","plm","Planctomyces limnophilus DSM 3776","Planctomycetes","Environmental","Aquatic, Fresh water"
"1598",1598,"Rubinisphaera brasiliensis DSM 5305","t649633083",649633083,"GCA_000165715.3","pbs","Planctomyces brasiliensis DSM 5305","Planctomycetes","Environmental","Aquatic, Saline water"
"1599",1599,"Isosphaera pallida ATCC 43644","t649633058",649633058,"GCA_000186345.1","ipa","Isosphaera pallida ATCC 43644","Planctomycetes","Environmental","Aquatic, Hot spring"
"1600",1600,"Singulisphaera acidiphila DSM 18658","t2509601004",2509601004,"GCA_000242455.3","saci","Singulisphaera acidiphila DSM 18658","Planctomycetes","Environmental","Acidic wetlands, Bog, Peat, Wetland"
"1602",1602,"Simkania negevensis Z","t650716085",650716085,"GCA_000237205.1","sng","Simkania negevensis Z","Chlamydiae","Engineered","Host, Wastewater"
"1604",1604,"Waddlia chondrophila WSU 86-1044","t646564588",646564588,"GCA_000092785.1","wch","Waddlia chondrophila WSU 86-1044","Chlamydiae","Host-associated","Host"
"1606",1606,"Parachlamydia acanthamoebae UV-7","t650716071",650716071,"GCA_000253035.1","puv","Parachlamydia acanthamoebae UV-7","Chlamydiae","",""
"1607",1607,"Chlamydia muridarum str. Nigg","t645951815",645951815,"GCA_000006685.1","cmu","Chlamydia muridarum str. Nigg","Chlamydiae","Host-associated","Host"
"1628",1628,"Chlamydia trachomatis Sweden2","t650377921",650377921,"GCA_000210495.1","csw","Chlamydia trachomatis Sweden2","Chlamydiae","Host-associated","Host"
"1629",1629,"Chlamydia trachomatis A2497","t2511231082",2511231082,"GCA_000226605.1","cra","Chlamydia trachomatis A2497","Chlamydiae","Host-associated","Host"
"1637",1637,"Chlamydophila pneumoniae J138","t637000070",637000070,"GCA_000011165.1","cpj",NA,"Chlamydiae","Host-associated","Host, Pharyngeal mucosa"
"1639",1639,"Chlamydophila pecorum E58","t650716022",650716022,"GCA_000204135.1","cpm",NA,"Chlamydiae","Host-associated","Host"
"1640",1640,"Chlamydia abortus S26/3","t637000065",637000065,"GCA_000026025.1","cab","Chlamydophila abortus S26/3","Chlamydiae","Host-associated","Host"
"1642",1642,"Chlamydia psittaci 6BC","t651053015",651053015,"GCA_000191925.1","chp","Chlamydia psittaci 6BC","Chlamydiae","Host-associated","Bird, Host, Human"
"1645",1645,"Chlamydophila caviae GPIC","t637000066",637000066,"GCA_000007605.1","cca","Chlamydophila caviae GPIC","Chlamydiae","Host-associated","Host"
"1646",1646,"Chlamydia felis Fe/C-56","t637000067",637000067,"GCA_000009945.1","cfe","Chlamydophila felis Fe/C-56","Chlamydiae","Host-associated","Host"
"1647",1647,"Coraliomargarita akajimensis DSM 45221","t646564524",646564524,"GCA_000025905.1","caa","Coraliomargarita akajimensis DSM 45221","Verrucomicrobia","Environmental","Aquatic, Marine, Sea water"
"1649",1649,"Opitutus terrae PB90-1","t641522643",641522643,"GCA_000019965.1","ote","Opitutus terrae PB90-1","Verrucomicrobia","Environmental","Soil"
"1651",1651,"Opitutaceae bacterium TAV5","t2510065049",2510065049,"GCA_000242935.3","obt","Opitutaceae bacterium TAV5","Verrucomicrobia","",""
"1652",1652,"Methylacidiphilum infernorum V4","t642555138",642555138,"GCA_000019665.1","min","Methylacidiphilum infernorum V4","Verrucomicrobia","Environmental","Hot spring"
"1654",1654,"Akkermansia muciniphila ATCC BAA-835","t642555104",642555104,"GCA_000020225.1","amu","Akkermansia muciniphila ATCC BAA-835","Verrucomicrobia","Host-associated","Feces, Gastrointestinal tract, Host, Intestinal tract"
"1658",1658,"Brachyspira pilosicoli 95/1000","t648028009",648028009,"GCA_000143725.1","bpo","Brachyspira pilosicoli 95/1000","Spirochaetia","Host-associated","Feces, Gastrointestinal tract, Host"
"1659",1659,"Brachyspira murdochii DSM 12563","t646564514",646564514,"GCA_000092845.1","brm","Brachyspira murdochii DSM 12563","Spirochaetia","Host-associated","Host, Pig"
"1660",1660,"Brachyspira hyodysenteriae WA1","t643692010",643692010,"GCA_000022105.1","bhy","Brachyspira hyodysenteriae WA1 ATCC 49526","Spirochaetia","Host-associated","Host"
"1661",1661,"Brachyspira intermedia PWS/A","t2511231202",2511231202,"GCA_000223215.1","bip","Brachyspira intermedia PWS/A","Spirochaetia","Host-associated","Host, Pig, Pig gastrointestinal tract"
"1663",1663,"Borrelia duttonii Ly","t643348518",643348518,"GCA_000019685.1","bdu","Borrelia duttonii Ly","Spirochaetia","Host-associated","Host"
"1664",1664,"Borrelia turicatae 91E135","t642555109",642555109,"GCA_000012085.1","btu","Borrelia turicatae 91E135","Spirochaetia","Host-associated","Host"
"1666",1666,"Borreliella bissettii DN127","t2511231103",2511231103,"GCA_000222305.1","bbs","Borrelia bissettii DN127","Spirochaetia","Host-associated","Host, Human skin"
"1667",1667,"Borreliella bavariensis PBi","t643692009",643692009,"GCA_000196215.1","bga","Borrelia garinii PBi","Spirochaetia","Host-associated","Host"
"1673",1673,"Borrelia burgdorferi B31","t637000036",637000036,"GCA_000008685.2","bbu",NA,"Spirochaetia","Host-associated","Host"
"1675",1675,"Spirochaeta thermophila DSM 6192","t648028053",648028053,"GCA_000147075.1","sta","Spirochaeta thermophila DSM 6192","Spirochaetia","Environmental","Aquatic, Hot spring, Marine"
"1676",1676,"Spirochaeta thermophila DSM 6578","t2506381022",2506381022,"GCA_000184345.2","stq","Spirochaeta thermophila DSM 6578","Spirochaetia","Environmental","Aquatic, Hot spring, Marine"
"1677",1677,"Spirochaeta africana DSM 8902","t2509276057",2509276057,"GCA_000242595.3","sfc","Spirochaeta africana DSM 8902","Spirochaetia","Environmental","Aquatic, Soda lakes"
"1678",1678,"Treponema azotonutricium ZAS-9","t650716099",650716099,"GCA_000214355.1","taz","Treponema azotonutricium ZAS-9","Spirochaetia","Host-associated","Host, Termite gut"
"1679",1679,"Treponema primitia ZAS-2","t650716102",650716102,"GCA_000214375.1","tpi","Treponema primitia ZAS-2","Spirochaetia","Host-associated","Host, Termite gut"
"1680",1680,"Treponema brennaborense DSM 12168","t650716100",650716100,"GCA_000212415.1","tbe","Treponema brennaborense DSM 12168","Spirochaetia","Host-associated","Bovine, Host"
"1681",1681,"Treponema succinifaciens DSM 2489","t2504557012",2504557012,"GCA_000195275.1","tsu","Treponema succinifaciens DSM 2489","Spirochaetia","Host-associated","Host, Pig"
"1684",1684,"Treponema denticola ATCC 35405","t637000327",637000327,"GCA_000008185.1","tde","Treponema denticola ATCC 35405","Spirochaetia","Host-associated","Aquatic, Host, Hot spring, Human oral cavity"
"1687",1687,"Treponema pallidum subsp. pallidum str. Nichols","t637000328",637000328,"GCA_000008605.1","tpa","Treponema pallidum subsp. pallidum str. Nichols","Spirochaetia","Host-associated","Host"
"1692",1692,"Sphaerochaeta coccoides DSM 17374","t2503904012",2503904012,"GCA_000208385.1","scc","Sphaerochaeta coccoides DSM 17374","Spirochaetia","Host-associated","Host, Insect"
"1693",1693,"Sphaerochaeta globosa str. Buddy","t650377973",650377973,"GCA_000190435.1","sbu","Sphaerochaeta globosa str. Buddy","Spirochaetia","Environmental","Aquatic, Fresh water, Sediment"
"1694",1694,"Sphaerochaeta pleomorpha str. Grapes","t2508501070",2508501070,"GCA_000236685.1","sgp","Sphaerochaeta pleomorpha str. Grapes","Spirochaetia","Environmental","Aquatic, Fresh water, Sediment"
"1695",1695,"Spirochaeta smaragdinae DSM 11293","t648028052",648028052,"GCA_000143985.1","ssm","Spirochaeta smaragdinae DSM 11293","Spirochaetia","Environmental","Oil fields"
"1696",1696,"Turneriella parva DSM 21527","t2506520013",2506520013,"GCA_000266885.1","tpx","Turneriella parva DSM 21527","Spirochaetia","Engineered","Lab enrichment"
"1699",1699,"Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'","t642555137",642555137,"GCA_000017685.1","lbi","Leptospira biflexa serovar Patoc strain Patoc 1 Paris","Spirochaetia","Environmental","Aquatic, Fresh water, Host, Soil"
"1700",1700,"Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130","t637000150",637000150,"GCA_000007685.1","lic","Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130","Spirochaetia","Host-associated","Fresh water, Host, Soil"
"1702",1702,"Leptospira interrogans serovar Lai str. IPAV","t2511231167",2511231167,"GCA_000231175.1","lie","Leptospira interrogans serovar Lai str. IPAV","Spirochaetia","","Fresh water, Host, Soil"
"1704",1704,"Leptospira borgpetersenii serovar Hardjo-bovis str. L550","t639633033",639633033,"GCA_000013945.1","lbl","Leptospira borgpetersenii serovar Hardjo-bovis str. L550","Spirochaetia","Host-associated","Fresh water, Host, Soil"
"1705",1705,"Fibrobacter succinogenes subsp. succinogenes S85","t650377942",650377942,"GCA_000024665.1","fsu","Fibrobacter succinogenes subsp. succinogenes S85","Fibrobacteres","Host-associated","Host"
"1707",1707,"Gemmatimonas aurantiaca T-27","t643692024",643692024,"GCA_000010305.1","gau","Gemmatimonas aurantiaca T-27","Gemmatimonadetes","Engineered",""
"1708",1708,"Chloroherpeton thalassium ATCC 35110","t642555123",642555123,"GCA_000020525.1","cts","Chloroherpeton thalassium ATCC 35110","Bacteroidetes/Chlorobi group","Environmental","Fresh water"
"1709",1709,"Prosthecochloris aestuarii DSM 271","t642555149",642555149,"GCA_000020625.1","paa","Prosthecochloris aestuarii DSM 271","Bacteroidetes/Chlorobi group","","Fresh water"
"1710",1710,"Chlorobium phaeobacteroides BS1","t642555122",642555122,"GCA_000020545.1","cpb","Chlorobium phaeobacteroides BS1","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Marine"
"1711",1711,"Chlorobium tepidum TLS","t637000073",637000073,"GCA_000006985.1","cte",NA,"Bacteroidetes/Chlorobi group","Environmental","Aquatic, Fresh water, Hot spring"
"1712",1712,"Chlorobaculum parvum NCIB 8327","t642555120",642555120,"GCA_000020505.1","cpc","Chlorobaculum parvum NCIB 8327","Bacteroidetes/Chlorobi group","Engineered","Aquatic, Brackish water, Wastewater"
"1713",1713,"Chlorobium limicola DSM 245","t642555121",642555121,"GCA_000020465.1","cli","Chlorobium limicola DSM 245","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Fresh water, Hot spring"
"1714",1714,"Chlorobium phaeobacteroides DSM 266","t639633020",639633020,"GCA_000015125.1","cph","Chlorobium phaeobacteroides DSM 266","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Fresh water"
"1715",1715,"Chlorobium phaeovibrioides DSM 265","t640427130",640427130,"GCA_000016085.1","pvi","Chlorobium phaeovibrioides DSM 265","Bacteroidetes/Chlorobi group","Environmental","Fresh water"
"1716",1716,"Chlorobium luteolum DSM 273","t637000205",637000205,"GCA_000012485.1","plt",NA,"Bacteroidetes/Chlorobi group","Environmental","Aquatic, Fresh water, Hot spring, Mud"
"1718",1718,"Pelodictyon phaeoclathratiforme BU-1","t642555146",642555146,"GCA_000020645.1","pph","Pelodictyon phaeoclathratiforme BU-1","Bacteroidetes/Chlorobi group","","Fresh water, Marine"
"1719",1719,"Chlorobium chlorochromatii CaD3","t637000072",637000072,"GCA_000012585.1","cch","Chlorobium chlorochromatii CaD3","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Fresh water"
"1722",1722,"Runella slithyformis DSM 19594","t2505679030",2505679030,"GCA_000218895.1","rsi","Runella slithyformis DSM 19594","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Fresh water, Lake"
"1723",1723,"Emticicia oligotrophica DSM 17448","t2506485001",2506485001,"GCA_000263195.1","eol","Emticicia oligotrophica DSM 17448","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Fresh water"
